r,sigma,Df,A,W,PiC_transfer,PiC_net,p,Q,S,CS,PiAI,Roy,NashVal
0.03267,0.9974910028561288,4.844589753612174,360.9320480411877,79335.84697134537,0.05624553704657368,-2.1017509732601528e-08,4.47564940909505,0.4274057537555068,1.9129183092396587,76.1757578691615,1882.990717594951,0.062495041162859644,-inf
0.03366,0.9983233508924988,4.845807099997682,361.66452862924257,79654.15809825195,0.05824352497737726,2.383266717309596e-08,4.489269861196453,0.42826769636456374,1.9226092618134698,76.48331263550403,1890.5931725802993,0.0647150277526414,-11.92898355275814
0.03465,0.9988798814447293,4.846989358660569,362.16854781085857,79872.28088364103,0.060183925167094386,9.497422142068502e-08,4.500079184550029,0.428859075091497,1.9298997969246234,76.69468432223539,1895.8180752949024,0.0668710279634382,-11.23632949722223
0.03564,0.9992518211160453,4.848147995334303,362.51941356551583,80023.05348991825,0.06208555568742086,-1.4472997733605555e-08,4.509005507601625,0.4292690744099691,1.9355766207576024,76.84139824807808,1899.4447009856924,0.06898395076380094,-inf
0.03663,0.9995003185718531,4.849291065298319,362.76775235675217,80128.65311150388,0.06396163768958471,2.176654962937619e-08,4.516673426938233,0.4295576485968992,1.9401716167556862,76.9447455361965,1901.9993455295626,0.07106848632176078,-11.971317476206782
0.03762,0.9996663085342503,4.850424197780024,362.94752512290484,80204.00221354334,0.06582141011279277,9.593091174764368e-08,4.523502370752311,0.4297650152903507,1.9440430655323047,77.01905280925392,1903.8361491181427,0.07313490012532531,-11.229207901759544
0.03861,0.9997771703220878,4.851551311786529,363.0814807006545,80259.1172820386,0.06767130482919784,-4.997198548295501e-08,4.529773592098073,0.42991811403903646,1.9474317197386353,77.07393685279378,1905.1928293458222,0.07519033869910871,-inf
0.039599999999999996,0.9998512061556319,4.85267512808821,363.18484291008997,80300.71083095593,0.06951578778032144,2.846146838209052e-08,4.5356755122008385,0.4300349728991476,1.950499095968615,77.11584249112654,1906.2286960073795,0.07723976420035715,-11.836118485883505
0.04059,0.9999006458043773,4.853797532852087,363.2677932880779,80333.27638485312,0.07135795443957085,9.928359627764395e-08,4.54133428498078,0.43012764868476866,1.9533534378903081,77.1490841660076,1907.0503979108364,0.07928661604396761,-11.211188412594948
0.04158,0.999933659258215,4.854919832108925,363.33713827520063,80359.819863004,0.0731999481488495,-4.4211182981257484e-08,4.546834342812881,0.43020420135777915,1.956067237155938,77.17654807907388,1907.7292791562504,0.0813332757209439,-inf
0.04257,0.9999557034737189,4.856042929529556,363.39742676589634,80382.35110109158,0.07504325245956407,-1.0151866280949662e-08,4.552232182929751,0.4302700174855715,1.9586890209475654,77.20016407391317,1908.3130436019624,0.08338139162173785,-inf
0.04356,0.9999704228832254,4.857167451142744,363.45169836843814,80402.21351837355,0.07688889465078344,-5.4252064174420415e-09,4.557565607593639,0.43032869635592863,1.9612512664723865,77.22122214038289,1908.8335785438148,0.08543210516753716,-inf
0.04455,0.9999802512379374,4.858293830869048,363.50198394491196,80420.3049044416,0.07873758697593315,4.2624727480955474e-08,4.562859911487013,0.43038264272592924,1.9637757070939805,77.24058438961777,1909.3121945313799,0.08748620775103683,-11.633368665666186
0.04554,0.9999868137137169,4.859422370440309,363.5496403147001,80437.22517305317,0.08058982449310742,-3.6202971287480075e-08,4.568132023330779,0.4304334631791,1.9662768870616165,77.25882691555545,1909.7631320470277,0.08954424943678602,-inf
0.04653,0.999991195510574,4.86055328026073,363.5955739489847,80453.3751670369,0.08244595268709083,-8.693936850434625e-08,4.573393276681858,0.4304822310219458,1.9687645410867736,77.27633466108851,1910.1959065050305,0.09160661409676758,-inf
0.04752,0.9999941212469141,4.861686708070662,363.64039046938115,80469.02271626388,0.08430621415558413,5.6140039284002804e-09,4.578651263581421,0.43052966331630654,1.971245186952491,77.29336484502019,1910.6168761042745,0.09367357128398238,-12.646612301874574
0.04851,0.9999960747633881,4.86282275876728,363.68449453570713,80484.34678671957,0.08617078079758815,-3.1724944005162576e-08,4.583911074329631,0.4305762391623232,1.9737231910393769,77.31008935389795,1911.0302897131971,0.09574531199732017,-inf
0.0495,0.9999973791257715,4.86396150736425,363.72815655192846,80499.46697092638,0.08803977596907406,4.0463561568060416e-08,4.58917612625371,0.4306222786878594,1.976201480787296,77.32662305826929,1911.4389868201197,0.09782197329897116,-11.658828366869663
0.05049,0.9999982500472143,4.865103008902102,363.7715572637836,80514.46320592298,0.08991328974399325,-4.80105334155212e-08,4.594448718366235,0.43066799585781457,1.9786820216102912,77.34304274762981,1911.8448655867574,0.0999036552711036,-inf
0.05148,0.9999988315601592,4.866247304241936,363.81481751182446,80529.38893132764,0.09179138938711558,-9.615868608037205e-08,4.599730401772128,0.43071353370509874,1.9811661354380468,77.35939976467776,1912.2491951547247,0.10199043265235064,-inf
0.05247,0.9999992198352956,4.867394424791922,363.85801813300924,80544.27989040325,0.0936741265609948,8.01789941107245e-09,4.605022227687433,0.4307589878960693,1.9836547140375411,77.37572845740358,1912.6528245729705,0.1040823628455498,-12.467873641291842
0.05346,0.9999994790858151,4.868544395709083,363.90121325270144,80559.16000876967,0.09556154227250888,-2.6347681902905156e-08,4.610324913256775,0.43080442246935813,1.9861483616516786,77.39205182478855,1913.056322353965,0.10617949141389874,-inf
0.05445,0.9999996521868226,4.869697237423976,363.9444391380347,80574.0453114368,0.0974536702528657,6.895790605199182e-11,4.615638952107359,0.4308498803188577,1.9886474901105133,77.40838527761275,1913.4600694372184,0.10828185583651745,-14.845630401523739
0.05544,0.999999767765972,4.870852967470281,363.9877201403973,80588.94655089323,0.09935053928959159,9.410168431145394e-08,4.62096468863462,0.43089539022993123,1.9911523827479474,77.42473916302576,1913.8643215942134,0.11038948809954621,-11.236207297190381
0.05643,0.9999998449379001,4.87201160155208,364.03107265793693,80603.87095996103,0.10125217482106846,-8.981067516344866e-08,4.626302367586944,0.430940971571163,1.9936632370698892,77.44112044811703,1914.2692510446313,0.11250241646785385,-inf
0.05742,0.9999998964654128,4.873173153391387,364.07450774931704,80618.82340953668,0.10315860000999454,9.737052630853783e-08,4.631652166800479,0.43098663738910853,1.996180192925317,77.45753383052387,1914.6749739095021,0.1146206666777717,-11.21892175055361
0.05841,0.9999999308702089,4.874337636557753,364.11803295128396,80633.80721054507,0.10506983651812678,3.193945774526697e-08,4.637014219998439,0.43103239656029446,1.9987033521300916,77.47398251084107,1915.0815693044196,0.11674426279791865,-11.776156280561784
0.0594,0.9999999538422079,4.875505063400986,364.16165340687866,80648.8246154162,0.10698590498809946,9.026625207297912e-08,4.642388630944515,0.4310782551270193,2.0012327906490732,77.49046867207926,1915.489091191286,0.11887322776455496,-11.25658914682038
0.06039,0.9999999691805556,4.8766754462709,364.2053726910175,80663.87718177392,0.10890682541393763,-1.1337128835720025e-08,4.647775483822646,0.43112421727481404,2.0037685675321084,77.50699383058237,1915.8975770526486,0.12100758379326403,-inf
0.06138,0.9999999794219327,4.8778487969074416,364.2491933085919,80678.96599410285,0.11083261736345318,2.8272204843915464e-08,4.653174849498157,0.43117028592217477,2.006310730303993,77.52355904774154,1916.3070531250655,0.12314735262605908,-11.836817929017172
0.06237,0.999999986260075,4.8790251272030165,364.2931170707657,80694.09182920605,0.11276330015613788,2.8935347451408692e-09,4.658586790260433,0.43121646316607337,2.0088593190482937,77.54016508997577,1916.7175383536708,0.12529255572904208,-12.976410992820064
0.06336,0.999999990825886,4.880204448745111,364.33714531016733,80709.25525230846,0.11469889296305975,6.452489982322618e-08,4.664011362532938,0.43126275053673196,2.011414368740526,77.55681252021164,1917.12904665346,0.12744321440339973,-11.424017485639878
0.06435,0.9999999938744666,4.881386773273665,364.38127905306925,80724.45669259774,0.1166394148926292,4.675988583002778e-08,4.669448619049009,0.43130914920146307,2.013975911121975,77.5735017710991,1917.5415887191227,0.1295993498806991,-11.584922652547533
0.06534,0.9999999959099966,4.882572112376158,364.42551911158074,80739.69648458519,0.11858488503509063,1.9311546495259792e-08,4.6748986100152266,0.4313556600738196,2.0165439757012997,77.59023318420948,1917.9551729939672,0.13176098337232292,-12.026976078833517
0.06633,0.9999999972691147,4.8837604776400685,364.46986615850193,80754.9749010281,0.12053532250131366,7.285225542830177e-08,4.680361384059434,0.4314022839022092,2.0191185905709443,77.60700704186964,1918.3698064568412,0.13392813611257073,-11.363002842415968
0.06732,0.9999999981765946,4.8849518808053425,364.5143207792001,80770.29217567285,0.12249074645084955,9.292795946080903e-08,4.6858369888893305,0.43144902133130786,2.021699782974344,77.62382358922898,1918.7854951675986,0.13610082938983284,-11.241198974162206
0.06831,0.9999999987825168,4.886146333611924,364.5588834967578,80785.64851465452,0.12445117610501344,2.7904805932621462e-08,4.6913254716112744,0.4314958729318304,2.0242875795802378,77.64068304495336,1919.2022445314485,0.13827908456112603,-11.84260320571835
0.0693,0.9999999991870894,4.887343847799757,364.6035547925685,80801.04410562727,0.12641663075839496,-9.930862052698331e-08,4.6968268789924315,0.4315428392249113,2.0268820067082727,77.65758560998613,1919.6200595155133,0.1404629230648833,-inf
0.07029,0.9999999994572215,4.888544434956319,364.64833511440276,80816.47912159184,0.1283871297828518,6.744207485809285e-08,4.7023412575630115,0.4315899206916544,2.0294830904167145,77.6745314709761,1920.0389447335713,0.14265236642539086,-11.401150197190159
0.07128,0.9999999996375881,4.889748107278962,364.69322491402323,80831.95373631646,0.13036269265313552,-2.960710450139459e-08,4.7078686541006025,0.431637117817653,2.0320908569200573,77.691520816297,1920.4589048420387,0.14484743628126168,-inf
0.07227,0.9999999997580185,4.890954876431389,364.7382246106642,80847.46811003084,0.13234333892114103,2.1539156591643407e-08,4.713409115159522,0.4316844310497657,2.0347053321824182,77.7085538204869,1920.8799441553256,0.14704815435682336,-11.971629521162356
0.07326,0.9999999998384295,4.8921647545347176,364.7833346320878,80863.02240599677,0.13432908824492865,-2.3082610489666425e-08,4.718962687600766,0.4317318608447087,2.0373265423746267,77.72563066173737,1921.3020670781543,0.14925454249436518,-inf
0.07425,0.9999999998921199,4.893377753557591,364.8285553945719,80878.61678264009,0.13631996037476635,-5.896040775610346e-08,4.724529418334464,0.43177940764536854,2.0399545136515727,77.74275151336609,1921.7252778947714,0.15146662263862926,-inf
0.07524,0.9999999999279687,4.8945938855448885,364.8738873132631,80894.25139776531,0.13831597516089844,-7.220315012546053e-09,4.730109354454357,0.4318270718930561,2.042589272267979,77.75991654822766,1922.149580877973,0.15368441684544273,-inf
0.07623,0.9999999999519049,4.895813162770189,364.9193308090762,80909.9264113649,0.14031715255933175,-6.334366204896469e-08,4.7357025433282995,0.43187485403566894,2.0452308446562557,77.77712594165375,1922.5749803617882,0.1559079472881464,-inf
0.07722,0.999999999967887,4.897035597354604,364.9648862952985,80925.64198030617,0.14232351262224816,-7.033703592895792e-08,4.741309032425691,0.43192275451183787,2.0478792572771614,77.79437986574393,1923.0014806003512,0.1581372362469424,-inf
0.07821,0.9999999999785583,4.89826120157171,365.0105541894971,80941.39826311056,0.14433507550755562,-1.8286823255664332e-08,4.746928869472865,0.43197077376501714,2.0505345367536916,77.81167849444056,1923.4290858933473,0.16037230611950623,-inf
0.07919999999999999,0.9999999999856835,4.899489987771325,365.056334911038,80957.1954189793,0.14635186147768484,8.171798544509558e-08,4.752562102422152,0.4320189122405466,2.0531967098440633,77.82902200247163,1923.8578005598836,0.1626131794196498,-11.3041541920656
0.08019,0.9999999999904408,4.900721968455725,365.1022288841649,80973.03360903471,0.14837389090274808,7.350754618329348e-08,4.758208779493213,0.43206717038929465,2.0558658034771318,77.84641056666432,1924.287628970956,0.1648598787808312,-11.356985518324752
0.08118,0.9999999999936173,4.90195715612719,365.1482365324785,80988.91299412184,0.15040118425681953,-9.333790806920207e-08,4.763868949102423,0.43211554866112234,2.058541844691078,77.86384436359107,1924.718575491264,0.16711242695202172,-inf
0.08216999999999999,0.9999999999957383,4.903195563059297,365.1943582705258,81004.83373145224,0.152433762111445,1.189561302794573e-08,4.769542659754083,0.43216404749493015,2.061224860539059,77.8813235659825,1925.1506443905394,0.16937084679049444,-12.267370521298739
0.08316,0.9999999999971545,4.904437202135492,365.24059453510154,81020.79598711492,0.15447164516218692,-7.249270836950928e-08,4.775229960450122,0.43221266735569713,2.0639148784429873,77.89884835607695,1925.583840173538,0.1716351612913188,-inf
0.08415,0.9999999999981,4.905682085781825,365.2869457455461,81036.79992021386,0.1565148541964054,4.910647408706837e-08,4.780930900173132,0.4322614086874975,2.0666119257464235,77.9164189086884,1926.0181671614919,0.17390539355156154,-11.558234657987986
0.08514,0.9999999999987315,4.906930226957969,365.3334123406792,81052.84569762964,0.15856341012492878,6.674724239985609e-09,4.7866455283701645,0.4323102719572051,2.0693160301324456,77.93403540696018,1926.453629881524,0.1761815668054764,-12.555953118444027
0.08613,0.9999999999991529,4.908181638394911,365.3799947504323,81068.93348268296,0.1606173339587773,-8.594061569056068e-08,4.792373894583153,0.4323592576209222,2.07202721930386,77.95169803026474,1926.8902327675505,0.17846370439864145,-inf
0.08712,0.9999999999994345,4.909436332823624,365.42669340437925,81085.0634385446,0.16267664681685023,-5.118165091744232e-09,4.798116048561417,0.43240836613407413,2.0747455210801222,77.96940695784238,1927.3279802502138,0.18075182979650026,-inf
0.08811,0.9999999999996223,4.910694323280026,365.4735087430916,81101.23573277541,0.16474136993673255,8.419575330265162e-08,4.80387204041204,0.4324575979648436,2.077470963527063,77.98716237364681,1927.766876876674,0.1830459665963695,-11.288204092300287
0.0891,0.9999999999997478,4.91195562287626,365.5204412096273,81117.45053392524,0.16681152466813604,3.8117637046752865e-09,4.809641920489782,0.4325069535840977,2.0802035748614047,78.00496446271488,1928.2069272208598,0.18534613852015117,-12.835616214335232
0.09009,0.9999999999998317,4.913220244572006,365.5674912410238,81133.70800813129,0.1688871324657795,-6.299193859859998e-08,4.815425739286371,0.4325564334553207,2.082943383354664,78.02281340753589,1928.6481357937314,0.18765236940642166,-inf
0.09108,0.9999999999998876,4.914488201479409,365.61465927964576,81150.00832365525,0.17096821490026606,-6.969075503349132e-08,4.821223547580853,0.43260603804803943,2.085690417462866,78.04070939289426,1929.0905071629786,0.18996468322251783,-inf
0.09207,0.999999999999925,4.915759506786853,365.6619457703476,81166.35164974962,0.1730547936563064,1.8992586170440976e-08,4.8270353964037005,0.43265576783446513,2.088444705795185,78.05865260465956,1929.5340459231168,0.1922831040625627,-12.032293847443977
0.09306,0.9999999999999498,4.917034173911415,365.70935116614106,81182.7381589248,0.17514689053889984,-2.1250756354618262e-08,4.832861337113057,0.4327056232961966,2.0912062771795954,78.07664323220655,1929.978756755307,0.19460765615433315,-inf
0.09405,0.9999999999999665,4.918312216117709,365.75687591401646,81199.16802127838,0.17724452746067254,-5.0594287159810856e-08,4.838701421208924,0.43275560490744314,2.0939751605017727,78.09468146236253,1930.4246442777371,0.1969383638451917,-inf
0.09504,0.9999999999999776,4.919593646822814,365.80452046628244,81215.64140903055,0.17934772645327773,-6.27725103896637e-08,4.844555700484116,0.43280571314843924,2.0967513848353643,78.11276748424842,1930.871713165294,0.199275251614753,-inf
0.09603,0.9999999999999851,4.920878479520045,365.8522852777281,81232.15849538964,0.18145650966550939,-5.967885225999226e-08,4.850424226988206,0.4328559485020861,2.099534979410478,78.13090148806813,1931.3199681196331,0.2016183440727882,-inf
0.09702,0.99999999999999,4.922166727778947,365.90017080561915,81248.71945455082,0.18357089936407173,-5.0562710285362304e-08,4.8563070530288766,0.4329063114539452,2.1023259736145095,78.14908366510731,1931.769413869148,0.2039676659600797,-inf
0.09801,0.9999999999999933,4.9234584051690735,365.9481775068633,81265.32446056158,0.18569091793148015,7.311992451519701e-08,4.862204231135646,0.4329568024888821,2.1051243969604028,78.16731420652248,1932.2200551390458,0.20632324214608908,-11.357572209426172
0.099,0.9999999999999956,4.924753525564895,365.99630584933834,81281.9736918562,0.18781658787830796,4.092944756450834e-08,4.868115814211743,0.43300742210446835,2.107930279217822,78.18559330818135,1932.6718967709824,0.20868509764256438,-11.64758085090786
0.09999,0.9999999999999971,4.9260521026884305,366.04455629489087,81298.66732445151,0.18994793182681852,-4.933443200627608e-08,4.87404185530977,0.43305817079086467,2.110743650218561,78.2039211634003,1933.1249435435518,0.2110532575853539,-inf
0.10098,0.999999999999998,4.927354150261692,366.09292930500146,81315.40553421371,0.19208497251721435,2.0122998733995703e-08,4.879982407708012,0.4331090490375221,2.1135645399222547,78.22229796536388,1933.5792002320895,0.21342774724134927,-12.002339386616347
0.10197,0.9999999999999987,4.928659682311629,366.141425352111,81332.18850139299,0.1942277328202877,9.065308290701069e-08,4.8859375250628245,0.43316005734658053,2.116392978548023,78.24072391196555,1934.0346717283298,0.2158085920225419,-11.249633336634913
0.10296,0.9999999999999991,4.929968712941422,366.19004491111735,81349.01640722051,0.19637623572959478,1.1721855486257483e-09,4.8919072612970815,0.4332111962228061,2.11922899647754,78.25919920217535,1934.4913629506168,0.21819581747732752,-13.42360025808435
0.10395,0.9999999999999993,4.931281256101783,366.2387884508795,81365.88943050617,0.19853050435305447,-3.8408155589308994e-08,4.897891670488021,0.43326246616353886,2.122072624157495,78.27772403240856,1934.9492787541471,0.22058944928117163,-inf
0.10494,0.9999999999999996,4.932597325895893,366.28765644554284,81382.80775217351,0.2006905619256787,5.645967746659154e-08,4.903890807019701,0.4333138676720901,2.124923892231314,78.29629860136633,1935.408424050618,0.2229895132507541,-11.486034928428593
0.10593,0.9999999999999998,4.933916936731871,366.33664938019336,81399.77155752451,0.20285643181681737,-2.3003950744282525e-09,4.909904725660467,0.433365401264428,2.1277828316059595,78.31492311245383,1935.8688038680098,0.22539603535201927,-inf
0.10692,0.9999999999999998,4.9352401027891215,366.3857677310405,81416.78102830386,0.20502813750930005,-5.337339104016792e-09,4.915933481299149,0.4334170674457331,2.1306494732229706,78.33359776530908,1936.3304231411798,0.22780904167700003,-inf
0.10791,0.9999999999999998,4.936566838475768,366.43501198239875,81433.83634949972,0.20720570261880822,9.854809235321228e-09,4.921977129173826,0.4334688667304855,2.133523848256347,78.35232276306296,1936.793286891327,0.23022855846534243,-12.358460849656
0.1089,1.0,4.937897158276154,366.48438262102167,81450.9377070753,0.2093891508885677,8.233260473389238e-09,4.928035724797552,0.43352079963576035,2.1364059880478288,78.37109830991771,1937.2574001661303,0.23265461209840854,-12.448229788003571
0.10989,1.0,4.939231076674629,366.5338801332694,81468.08528683375,0.21157850618691926,8.203067558554268e-08,4.934109323921726,0.4335728666778749,2.139295924074774,78.3899246099357,1937.7227680098135,0.23508722909657695,-11.298654110323469
0.11088,1.0,4.940568608460474,366.5835050164217,81485.27927895173,0.21377379252119227,-4.442425627360081e-08,4.940197982689869,0.4336250683857696,2.1421936880831356,78.40880187187892,1938.1893955827709,0.2375264361346581,-inf
0.11187,1.0,4.941909768118035,366.633257756045,81502.51986891043,0.21597503401239349,-2.1856507004258677e-08,4.94630175733443,0.4336774052742333,2.145099311824176,78.4277302995283,1938.6572879222688,0.23997226001377056,-inf
0.11286,1.0,4.943254570512829,366.6831388514462,81519.80724769537,0.2181822549255173,8.865080403097637e-09,4.952420704521058,0.433729877874011,2.1480128273526424,78.44671010257208,1939.1264502115978,0.24242472769501922,-12.41077867282822
